INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(0,TO_DATE('1977/03/13', 'yyyy/mm/dd'),'mxsbaylw xcwbyyfy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(337,TO_DATE('1990/07/13', 'yyyy/mm/dd'),'oerbfm moaycq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(338,TO_DATE('1998/06/04', 'yyyy/mm/dd'),'sytei muxyf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(339,TO_DATE('1972/10/08', 'yyyy/mm/dd'),'uytrsbusgipy pkwtlgrtewfa','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(340,TO_DATE('1979/08/13', 'yyyy/mm/dd'),'bwswdrd nekqbnm','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(341,TO_DATE('1977/04/24', 'yyyy/mm/dd'),'ybliqpkpqrb fnhloiffgfp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(342,TO_DATE('1985/08/21', 'yyyy/mm/dd'),'ucudfqylrupv bmhdvaxwydcp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(343,TO_DATE('1997/08/07', 'yyyy/mm/dd'),'gezvghbdwkflpg pftguifpijwxzl','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(344,TO_DATE('1980/06/25', 'yyyy/mm/dd'),'xmvghdtlsvsbo njqdaqeswonzz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(345,TO_DATE('1993/07/01', 'yyyy/mm/dd'),'wrmhyyabfi rgldibngwl','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(346,TO_DATE('1982/09/10', 'yyyy/mm/dd'),'kwpsh rdoto','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(347,TO_DATE('1989/02/17', 'yyyy/mm/dd'),'hcolrtnaeg mfuqvzuzbn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(348,TO_DATE('1986/03/10', 'yyyy/mm/dd'),'cobwyedqqgc gfthtnqagsb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(349,TO_DATE('1996/10/03', 'yyyy/mm/dd'),'ozphndqkyd lotrmfbzkx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(350,TO_DATE('1991/09/08', 'yyyy/mm/dd'),'shcrgkcempuo bqyuubhqhpmv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(351,TO_DATE('1995/11/21', 'yyyy/mm/dd'),'egycx agqhh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(352,TO_DATE('1981/11/25', 'yyyy/mm/dd'),'bxulyuqzkx uqihrcaazz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(353,TO_DATE('1997/09/25', 'yyyy/mm/dd'),'upeam tsksz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(354,TO_DATE('1985/06/12', 'yyyy/mm/dd'),'szegasn erydfiy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(355,TO_DATE('1978/05/25', 'yyyy/mm/dd'),'hiqkleppr omjpqwnhb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(356,TO_DATE('1974/05/22', 'yyyy/mm/dd'),'lgeqjprqqob jmahfjbtjwp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(357,TO_DATE('1995/12/21', 'yyyy/mm/dd'),'gzqpjh uctjrb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(358,TO_DATE('1987/05/27', 'yyyy/mm/dd'),'bbgnrychimmfbh cgckxirgmmywud','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(359,TO_DATE('1999/08/04', 'yyyy/mm/dd'),'ocfwhbluy sacwhldjt','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(360,TO_DATE('1971/11/04', 'yyyy/mm/dd'),'fjablyuooamp oyesiniweqtl','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(361,TO_DATE('1998/08/06', 'yyyy/mm/dd'),'ipikmjgxlib lcelyyjwibw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(362,TO_DATE('1987/06/14', 'yyyy/mm/dd'),'myztdtbfrl hwkjhgwbtn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(363,TO_DATE('1999/07/29', 'yyyy/mm/dd'),'dydwlhdrxao lgfbypgdisc','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(364,TO_DATE('1971/02/27', 'yyyy/mm/dd'),'xuwyo xrkef','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(365,TO_DATE('1989/05/13', 'yyyy/mm/dd'),'ssbaevvzxmrua awwraxwkwgjlq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(366,TO_DATE('1980/07/28', 'yyyy/mm/dd'),'gutjxzxcetss rocoxoaiwhtc','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(367,TO_DATE('1987/07/09', 'yyyy/mm/dd'),'kocncbbc ycrgqyaa','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(368,TO_DATE('1979/08/02', 'yyyy/mm/dd'),'irhxxzzwvh ajfmdkaenn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(369,TO_DATE('1988/09/02', 'yyyy/mm/dd'),'kthcsrlrqwz auichgwwrwk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(370,TO_DATE('1970/07/12', 'yyyy/mm/dd'),'ygvgu xehvk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(371,TO_DATE('1983/04/03', 'yyyy/mm/dd'),'rgvzalac jteimijx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(372,TO_DATE('1991/09/15', 'yyyy/mm/dd'),'mijakqtlvbrnn lfhiiexeppamr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(373,TO_DATE('1996/12/29', 'yyyy/mm/dd'),'tcypjqivymuxnh ozavfhzsfjvzut','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(374,TO_DATE('1989/03/05', 'yyyy/mm/dd'),'inlvnqxiwzmvzz aofexizlrgvprw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(375,TO_DATE('1994/11/06', 'yyyy/mm/dd'),'dfwekqg hedrnti','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(376,TO_DATE('1999/01/22', 'yyyy/mm/dd'),'zpyicbgldcb izcbnqzpccx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(377,TO_DATE('1972/12/29', 'yyyy/mm/dd'),'vzttrcfiuz ntgelzlvuw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(378,TO_DATE('1986/01/20', 'yyyy/mm/dd'),'awcrnofv uykapmfe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(379,TO_DATE('1995/03/11', 'yyyy/mm/dd'),'ovoompq ziavsmc','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(380,TO_DATE('1996/10/28', 'yyyy/mm/dd'),'svgbhjlcjg hafoocwyex','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(381,TO_DATE('1992/05/05', 'yyyy/mm/dd'),'susddcnfevrw juczhqnflkaz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(382,TO_DATE('1995/02/27', 'yyyy/mm/dd'),'gptijpksixd jelhwhqhvyk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(383,TO_DATE('1988/11/14', 'yyyy/mm/dd'),'cqnnxoxxkwdx vtrbheqecpsh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(384,TO_DATE('1991/08/14', 'yyyy/mm/dd'),'jwhvgbwrhjmclb qcrbndzrikwafi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(385,TO_DATE('1987/04/17', 'yyyy/mm/dd'),'rghcmfy jfklivm','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(386,TO_DATE('1998/07/19', 'yyyy/mm/dd'),'pmpthwsrttnrqq mspyzlqpiyvnbi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(387,TO_DATE('1982/05/27', 'yyyy/mm/dd'),'unctzffopqdw xostwlxlnccs','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(388,TO_DATE('1989/08/15', 'yyyy/mm/dd'),'felus wxqag','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(389,TO_DATE('1992/04/04', 'yyyy/mm/dd'),'ehmchffcsjbio xsdcxwnqcmzry','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(390,TO_DATE('1998/09/05', 'yyyy/mm/dd'),'qiaszslrwuv hdxrobeauwe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(391,TO_DATE('1981/10/19', 'yyyy/mm/dd'),'tulhxx qwkssa','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(392,TO_DATE('1993/04/12', 'yyyy/mm/dd'),'fcaktdupapj rgieqmicqph','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(393,TO_DATE('1992/09/08', 'yyyy/mm/dd'),'jphsn rnifw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(394,TO_DATE('1976/06/27', 'yyyy/mm/dd'),'goxye koywq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(395,TO_DATE('1980/11/02', 'yyyy/mm/dd'),'lcktrsieusyzai buvmvjfdvgsixb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(396,TO_DATE('1972/09/19', 'yyyy/mm/dd'),'qntibjiqqrsop mcflthrvqevsf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(397,TO_DATE('1972/11/12', 'yyyy/mm/dd'),'kpqybix xleqaic','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(398,TO_DATE('1994/02/26', 'yyyy/mm/dd'),'eenezofehqqva ykgxxvjjdqsah','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(399,TO_DATE('1998/06/15', 'yyyy/mm/dd'),'sdjtykrevaxqcu vsjorvuakkuorx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(400,TO_DATE('1998/12/28', 'yyyy/mm/dd'),'hormvgc cufeoqx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(401,TO_DATE('1979/07/11', 'yyyy/mm/dd'),'lwihmshvwe zgvzexrccm','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(402,TO_DATE('1981/08/08', 'yyyy/mm/dd'),'mkvoixg qcfhpgh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(403,TO_DATE('1994/05/29', 'yyyy/mm/dd'),'ymioqnh lupyfcj','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(404,TO_DATE('1996/03/30', 'yyyy/mm/dd'),'wsuxkbue qpjqnbnl','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(405,TO_DATE('1983/09/13', 'yyyy/mm/dd'),'mvignnl lwuscod','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(406,TO_DATE('1992/01/06', 'yyyy/mm/dd'),'ggizrhzhpmqi sjribchjacis','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(407,TO_DATE('1981/01/28', 'yyyy/mm/dd'),'aopcu alseq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(408,TO_DATE('1974/11/19', 'yyyy/mm/dd'),'tnbfvjetzj pvamjozmkv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(409,TO_DATE('1986/08/09', 'yyyy/mm/dd'),'wxzpummp tuonxgce','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(410,TO_DATE('1991/01/30', 'yyyy/mm/dd'),'gdbspofqekmyg yfmslhvnprxbi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(411,TO_DATE('1972/07/07', 'yyyy/mm/dd'),'wkndgkovpg lscqsykrgv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(412,TO_DATE('1994/11/01', 'yyyy/mm/dd'),'xtsrpg tuperi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(413,TO_DATE('1975/06/17', 'yyyy/mm/dd'),'vqphnhfnndquyh rsnheccsobiztp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(414,TO_DATE('1999/12/24', 'yyyy/mm/dd'),'fqroirobdjjnz zxziymfurxpvq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(415,TO_DATE('1995/04/02', 'yyyy/mm/dd'),'wzvrudhtqn ymrztmavhw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(416,TO_DATE('1987/01/23', 'yyyy/mm/dd'),'syqyuif qpezppi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(417,TO_DATE('1995/03/24', 'yyyy/mm/dd'),'hmideetfyaomtd gkphgalvgosvsb','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(418,TO_DATE('1991/04/09', 'yyyy/mm/dd'),'vmrnrmrm ylmkqeut','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(419,TO_DATE('1998/10/03', 'yyyy/mm/dd'),'xosshxyix xrxwogwha','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(420,TO_DATE('1977/02/12', 'yyyy/mm/dd'),'kotdpmzqjkdk uluabunzrxbh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(421,TO_DATE('1998/11/26', 'yyyy/mm/dd'),'flihmhydowrc khfpuhftbdik','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(422,TO_DATE('1978/04/09', 'yyyy/mm/dd'),'uqdbllvt rdcmrzes','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(423,TO_DATE('1982/01/19', 'yyyy/mm/dd'),'zxpvmqthtk qbmmpzrfpy','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(424,TO_DATE('1986/03/29', 'yyyy/mm/dd'),'tppzxp xikobi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(425,TO_DATE('1971/07/27', 'yyyy/mm/dd'),'odarnh xbsmvk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(426,TO_DATE('1974/10/10', 'yyyy/mm/dd'),'undsu rgzbh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(427,TO_DATE('1988/05/17', 'yyyy/mm/dd'),'iocprfdp zeoezxvh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(428,TO_DATE('1979/05/06', 'yyyy/mm/dd'),'hztvoolqjmje ezvbjckvzkui','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(429,TO_DATE('1984/07/21', 'yyyy/mm/dd'),'pjbvpktftn ajbtgqsdku','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(430,TO_DATE('1993/11/14', 'yyyy/mm/dd'),'luybymgwbywras sdqagfifrswuve','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(431,TO_DATE('1978/10/22', 'yyyy/mm/dd'),'smulwsbgdasdsb nfgopcncvujqtf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(432,TO_DATE('1973/02/14', 'yyyy/mm/dd'),'nbhubeu lsddkdq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(433,TO_DATE('1983/03/30', 'yyyy/mm/dd'),'txzwjnf jpwmgvn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(434,TO_DATE('1975/07/30', 'yyyy/mm/dd'),'ebynutexonnpsz ceozodzzjgwgit','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(435,TO_DATE('1985/03/30', 'yyyy/mm/dd'),'fltsdlwxgddfx jmeguemhghvmn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(436,TO_DATE('1974/11/17', 'yyyy/mm/dd'),'tcybskisdbld hyekbiuwozbw','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(437,TO_DATE('1979/01/18', 'yyyy/mm/dd'),'ttbmxzxctdd zxhgtvikykz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(438,TO_DATE('1993/07/13', 'yyyy/mm/dd'),'qlvyptqvgvkha ccodliteclhit','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(439,TO_DATE('1987/12/12', 'yyyy/mm/dd'),'fzwyuszquomqd afqcermnezszf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(440,TO_DATE('1985/07/19', 'yyyy/mm/dd'),'hrmuecw bsaiusg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(441,TO_DATE('1988/11/06', 'yyyy/mm/dd'),'nwqvyq gcnesu','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(442,TO_DATE('1999/11/26', 'yyyy/mm/dd'),'knvgbxa pofrjdn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(443,TO_DATE('1973/09/25', 'yyyy/mm/dd'),'tlkwavjnoac wltncdrudvq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(444,TO_DATE('1972/02/02', 'yyyy/mm/dd'),'ajitqojvtviyhp nteliznwwedxbk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(445,TO_DATE('1974/12/20', 'yyyy/mm/dd'),'ajflwnkzqrmmqd lixglbcqegjzov','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(446,TO_DATE('1995/05/16', 'yyyy/mm/dd'),'jcvbjs iwxkjr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(447,TO_DATE('1997/04/07', 'yyyy/mm/dd'),'mwkrgisroi gymimrifrg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(448,TO_DATE('1983/12/19', 'yyyy/mm/dd'),'pwcnls djkcof','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(449,TO_DATE('1994/11/26', 'yyyy/mm/dd'),'uqzoxmrvhvkhi sryescvpiueom','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(450,TO_DATE('1989/04/18', 'yyyy/mm/dd'),'hjherkmajhemo nqgtzvqbqugwm','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(451,TO_DATE('1996/03/12', 'yyyy/mm/dd'),'rwwmrhjdmmkdp ztchhbexymasq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(452,TO_DATE('1980/10/15', 'yyyy/mm/dd'),'zvxfzanontioch fbmexlcvnmkhys','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(453,TO_DATE('1972/03/20', 'yyyy/mm/dd'),'wgwtkfvnyoyvkv djsujdjjxjmcwz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(454,TO_DATE('1996/12/20', 'yyyy/mm/dd'),'uzksjbr phwiwjp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(455,TO_DATE('1975/02/10', 'yyyy/mm/dd'),'cbkyfzlicvm umibmmyrwrp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(456,TO_DATE('1996/06/29', 'yyyy/mm/dd'),'btyfyr pdizkq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(457,TO_DATE('1997/09/08', 'yyyy/mm/dd'),'ilkkxhlhqfp cmwcdracxep','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(458,TO_DATE('1992/07/01', 'yyyy/mm/dd'),'fotwjvf ykqtqpa','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(459,TO_DATE('1994/08/21', 'yyyy/mm/dd'),'wfvwnuv sclhnhz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(460,TO_DATE('1991/04/14', 'yyyy/mm/dd'),'xxpzuvvm ewimwwej','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(461,TO_DATE('1971/11/10', 'yyyy/mm/dd'),'irxburwtzs yexrjscumf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(462,TO_DATE('1980/09/12', 'yyyy/mm/dd'),'lhiob hrsrg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(463,TO_DATE('1992/04/24', 'yyyy/mm/dd'),'rhhqk snwgg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(464,TO_DATE('1980/01/11', 'yyyy/mm/dd'),'iaitsd nepmrg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(465,TO_DATE('1981/04/13', 'yyyy/mm/dd'),'ndjuulx tsgbwrf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(466,TO_DATE('1974/05/15', 'yyyy/mm/dd'),'swyzol yizvuh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(467,TO_DATE('1977/10/12', 'yyyy/mm/dd'),'jaxqmwyak pposvyled','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(468,TO_DATE('1999/01/18', 'yyyy/mm/dd'),'qdtktowarhmcy omqllvwsorosr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(469,TO_DATE('1997/12/21', 'yyyy/mm/dd'),'xqumijw jsefxpx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(470,TO_DATE('1999/08/19', 'yyyy/mm/dd'),'ojetarztzm fbryxsdcwn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(471,TO_DATE('1998/11/18', 'yyyy/mm/dd'),'llivjk rpmuum','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(472,TO_DATE('1977/05/27', 'yyyy/mm/dd'),'uvlxgpznyy cizozovrzv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(473,TO_DATE('1980/04/22', 'yyyy/mm/dd'),'fvzxyfvggidjud enwsrgyjvcvqjk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(474,TO_DATE('1986/04/30', 'yyyy/mm/dd'),'xarkzda xlfiwwn','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(475,TO_DATE('1981/02/25', 'yyyy/mm/dd'),'orzoalm pkqzfwi','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(476,TO_DATE('1970/03/25', 'yyyy/mm/dd'),'dakolvbmcaf tcbpuhjhpzp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(477,TO_DATE('1997/07/04', 'yyyy/mm/dd'),'gndvfurvpeawxr rltpzdrssqtllz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(478,TO_DATE('1977/01/01', 'yyyy/mm/dd'),'aosxjafuwnvx yecourhsruwg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(479,TO_DATE('1993/01/21', 'yyyy/mm/dd'),'ztbddvivhphbzy sadojxylakyngc','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(480,TO_DATE('1970/07/04', 'yyyy/mm/dd'),'jwiwkyg odhjhdd','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(481,TO_DATE('1979/11/26', 'yyyy/mm/dd'),'atwmaeogtrnuc rewwguaczyanp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(482,TO_DATE('1976/12/30', 'yyyy/mm/dd'),'vyyifvuimpyhf exlnkkvlemhtg','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(483,TO_DATE('1994/11/21', 'yyyy/mm/dd'),'ngyvaqtkfmqhwo yeknugifjfbkwe','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(484,TO_DATE('1992/01/09', 'yyyy/mm/dd'),'gzzdbi rnnrsv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(485,TO_DATE('1976/05/01', 'yyyy/mm/dd'),'eyprov lyxmjz','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(486,TO_DATE('1996/06/25', 'yyyy/mm/dd'),'mtsrdvuv dzbkkmdx','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(487,TO_DATE('1984/07/26', 'yyyy/mm/dd'),'ioffywigzlfgfl xdtztcvhamewot','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(488,TO_DATE('1980/08/03', 'yyyy/mm/dd'),'mznciyyjp rjvgzpudf','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(489,TO_DATE('1970/05/30', 'yyyy/mm/dd'),'kofgexjnb olcupqqys','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(490,TO_DATE('1984/07/12', 'yyyy/mm/dd'),'twhxbi opzsxj','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(491,TO_DATE('1993/05/06', 'yyyy/mm/dd'),'htixgw cdausp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(492,TO_DATE('1984/06/01', 'yyyy/mm/dd'),'yvrwfcbveocoa kjhitcufaukyr','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(493,TO_DATE('1972/02/19', 'yyyy/mm/dd'),'rxutajch akkpazhv','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(494,TO_DATE('1985/01/29', 'yyyy/mm/dd'),'kotrniozzicn iwtpgqhkxmyu','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(495,TO_DATE('1987/12/10', 'yyyy/mm/dd'),'wzlaafpwc ianbdscjh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(496,TO_DATE('1978/05/29', 'yyyy/mm/dd'),'fimijzfqr yojcqemrk','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(497,TO_DATE('1974/08/07', 'yyyy/mm/dd'),'uyaachsmg qsikegdzp','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(498,TO_DATE('1979/10/18', 'yyyy/mm/dd'),'wzfut vsqlh','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(499,TO_DATE('1973/06/10', 'yyyy/mm/dd'),'ipqssewuj qlsljtbiq','m');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(500,TO_DATE('1998/06/01', 'yyyy/mm/dd'),'ccadsvxmehyxpm ofjrkoekrzhpyl','f');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(501,TO_DATE('1991/05/30', 'yyyy/mm/dd'),'sulrsb jwijzp','f');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(502,TO_DATE('1988/12/28', 'yyyy/mm/dd'),'hbzuuxgdeaz hkhbjldzqwu','f');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(503,TO_DATE('1983/05/09', 'yyyy/mm/dd'),'szepquvb fdwgbypt','f');
INSERT INTO competidor (id, data_nascimento, nome, sexo) VALUES(504,TO_DATE('1988/09/08', 'yyyy/mm/dd'),'yiuaflixe tdqponktp','f');
